"","ID","XCOO","YCOO","ELEV","COUN","ASP","GENLAN","TOPO","GROUNDVEG","TREELAY","VEG_ZONE","Date","SAMP","SPECIES","LITO","C_PAR","TOPC","WEATH","TEMP","Ag","Al","As","Au","B","Ba","Be","Bi","Ca","Cd","Co","Cr","Cu","Fe","Hg","K","La","Mg","Mn","Mo","Na","Ni","P","Pb","Pd","Pt","Rb","S","Sb","Sc","Se","Si","Sr","Th","Tl","U","V","Y","Zn"
"509",667,455068.4,7419604,235,"FIN","NE","PLAIN","CONCMED","MOSS","PISPRBI","BOREAL_FOREST",950710,"VGMA","HSSC",7,"TILL",40,"DRY",14,0.027,147,0.129,0.22,0.81,21.2,0.015,0.02,2410,0.108,0.19,0.79,4.83,126,0.035,3810,0.35,895,701,0.125,28.8,1.6,1300,4.3,0.41,0.1,15.9,810,0.041,0.05,0.4,117,4.24,0.021,0.042,0.01,1.66,0.05,27.4
"510",670,586614.6,7385618,280,"FIN","NW","PLAIN","CONCMED","MOSS","PISPRBI","BOREAL_FOREST",950627,"VMRP","HSDC",52,"FLUV",55,"DRY",12,0.021,136,0.128,0.2,1.01,12.3,0.015,0.016,2240,0.075,0.18,0.36,4.4,133,0.095,3610,0.35,848,649,0.077,35.5,1.77,1110,2.94,1.07,0.1,12.5,743,0.039,0.05,0.4,174,3.5,0.021,0.032,0.007,1.27,0.05,26.4
"511",671,568072.2,7713522,180,"FIN","N","PLAIN","CONCLOW","","SPARCEBI","FOREST_TUNDRA",950627,"JARR","PSSC",7,"TILL",50,"MIX",10,0.028,153,0.183,1.48,1.25,19.8,0.015,0.015,3150,0.08,0.62,0.69,10.8,268,0.06,5090,0.35,1320,514,0.058,59.4,13.2,1420,3.29,0.55,0.1,13.3,973,0.042,0.05,0.4,180,5.71,0.031,0.034,0.012,1.28,0.05,68.8
"512",672,527100,7855800,40,"NOR","FLAT","SLOPE","FLAT","MOSS","","TUNDRA",950722,"CRTF","HSDC",10,"TILL",42,"DRY",14,0.051,1310,0.162,0.1,2.48,19,0.04,0.015,1910,0.037,0.84,1.63,4.69,2100,0.043,3830,2.5,1640,112,0.108,229,2.4,1130,2.51,0.53,0.1,8.4,682,0.019,0.2,0.4,426,15.8,0.333,0.042,0.107,2.91,1.3,17.3
"513",676,632100,7797500,50,"NOR","FLAT","LOWMO","FLAT","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950724,"CRTF","HSSC",9,"FLUVG",50,"DRY",14,0.045,657,0.513,0.23,1.33,11.1,0.015,0.025,2180,0.116,1.8,2.97,27,746,0.047,4120,0.35,1120,344,0.072,98.8,48,1380,2.5,1.03,0.1,9.66,1100,0.028,0.1,0.4,354,7.48,0.05,0.015,0.011,2.1,0.2,30.8
"514",677,627814.4,7666514,210,"RUS","FLAT","PLAIN","TOPFLAT","LICHEN","BIPI","BOREAL_FOREST",950821,"Smirnov","HSSC",21,"FLUVG",33,"DRY",12,0.085,318,0.268,0.14,1.68,28.1,0.015,0.044,3420,0.144,1.16,0.64,18.8,347,0.039,4830,0.8,1150,538,0.143,41.6,18.7,1040,5.49,1.04,0.4,11.4,1070,0.07,0.05,0.4,227,11.2,0.028,0.072,0.013,3.79,0.05,37.9
"515",678,714496.7,7470243,180,"RUS","FLAT","PLAIN","TERR","LICHEN","PINE","BOREAL_FOREST",950627,"Pavlov","PSSC",1,"FLUVG",40,"MIX",14,0.02,125,0.103,0.28,1.14,15.8,0.015,0.009,2230,0.058,0.26,0.28,4.37,85.8,0.027,4730,0.35,1220,444,0.047,63.8,2.25,1380,1.37,3.62,0.6,11.9,802,0.016,0.05,0.4,76.9,6.48,0.011,0.017,0.002,0.57,0.05,34.3
"516",679,545581.4,7610075,235,"FIN","S","PLAIN","CONVLOW","MOSS","BIPI","BOREAL_FOREST",950816,"MLRJARR","HSSC",32,"TILL",35,"DRY",14,0.019,175,0.092,0.61,10,12.8,0.015,0.013,2160,0.101,0.11,0.46,3.56,159,0.046,5100,0.35,825,541,0.049,119,1.13,1070,3.44,0.29,0.1,19.3,855,0.044,0.05,0.4,146,4.38,0.026,0.048,0.008,1.24,0.05,25.6
"517",680,688909.1,7566967,420,"RUS","NW","HIMO","CONVMED","MOSS","SPARCEBI","FOREST_TUNDRA",950813,"Semenov","HSDC",32,"SAP",50,"MIX",14,0.047,196,0.236,0.56,5.13,22.4,0.015,0.033,3140,0.131,0.32,0.52,9.82,209,0.044,4100,0.35,1110,285,0.112,68.1,7.19,1360,3.08,1.11,0.2,7.39,971,0.041,0.05,0.4,180,7.12,0.018,0.015,0.009,2.18,0.05,32.5
"518",682,676997.6,7394453,95,"RUS","FLAT","RIDGE","TOP","MOSS","BIRCH","FOREST_TUNDRA",950702,"Pavlov","HSDC",105,"SEA",20,"MIX",15,0.043,201,0.248,0.15,2.59,19.9,0.015,0.028,3130,0.085,0.38,0.47,8.26,191,0.048,4300,0.35,1140,572,0.108,61.6,5.32,1330,2.91,1,0.1,14.8,1020,0.049,0.05,0.4,141,6.08,0.02,0.115,0.009,1.77,0.05,30.6
"519",683,714434.4,7510245,230,"RUS","N","RIDGE","LOWBRMED","MOSS","PIBISPR","BOREAL_FOREST",950704,"Pavlov","HSSR",1,"TILL",37,"DRY",21,0.136,324,0.508,0.53,2.38,20.1,0.015,0.071,2650,0.171,1.99,0.8,43.6,423,0.1,3900,0.35,772,595,0.219,45.7,51.9,1060,4.49,10,1.6,7.34,1000,0.089,0.05,0.4,197,6.81,0.031,0.068,0.013,3.8,0.05,25.3
"520",684,404738.9,7567743,307,"FIN","W","FLAT","CONCLOW","MOSS","PIBI","BOREAL_FOREST",950731,"MLR","PSDR",1,"TILL",54,"DRY",24,0.021,95,0.056,0.09,0.84,14.4,0.015,0.009,2060,0.088,0.17,0.3,3.1,79.4,0.045,4520,0.35,888,286,0.057,46.4,1.39,867,2.89,0.37,0.1,15.4,708,0.031,0.05,0.4,65,6.94,0.013,0.026,0.005,1.02,0.05,24.9
"521",685,602100,7735500,35,"NOR","E","SLOPE","CONVLOW","MOSS","BIRCH","FOREST_TUNDRA",950727,"CRTF","HSDC",20,"TILL",48,"DRY",15,0.025,142,0.306,0.2,3.19,13.6,0.015,0.011,2670,0.071,0.66,0.64,12.1,343,0.045,3840,0.35,1250,435,0.184,93.7,14.9,1150,1.87,0.82,0.1,8.43,827,0.036,0.05,0.4,154,8.13,0.026,0.029,0.008,1.08,0.05,29.4
"522",686,730510,7512411,210,"RUS","NE","PLAIN","FLAT","MOSS","SPRPIBI","BOREAL_FOREST",950704,"Semenov","PSSC",1,"TILL",20,"DRY",18,0.232,291,0.549,1.12,1.55,23.8,0.015,0.137,3010,0.213,3.87,0.95,87.4,383,0.04,6100,0.35,912,472,0.276,60.6,97.1,1400,5.94,20.6,3.9,20.3,1180,0.099,0.05,0.4,185,8.71,0.042,0.058,0.017,4.17,0.05,26.9
"523",687,421123,7839055,140,"NOR","S","LOWMO","CONVMED","MOSS","BIRCH","FOREST_TUNDRA",950717,"GKPCTF","HSSC",10,"TILL",60,"DRY",14,0.021,94.7,0.099,0.1,2.44,16.4,0.015,0.01,3000,0.055,0.28,0.36,4.72,100,0.039,3430,0.35,1690,190,0.205,229,1.93,1320,2.74,0.53,0.1,6.15,950,0.27,0.05,0.4,103,16.8,0.028,0.015,0.017,0.73,0.05,28.3
"524",691,589880,7701000,170,"NOR","","RIDGE","TOPFLAT","MOSS","BIPI","FOREST_TUNDRA",950801,"GKJHTV","PSSC",52,"TILL",47,"DRY",20,0.023,149,0.287,0.05,1.29,18.5,0.015,0.019,2550,0.093,0.88,0.74,16,250,0.034,4580,0.35,905,706,0.053,74.8,24.7,1080,2.87,0.74,0.1,12.8,900,0.049,0.05,0.4,179,4.35,0.012,0.024,0.008,1.26,0.05,22.2
"525",692,528488.4,7686643,185,"FIN","SE","FLAT","CONVLOW","MOSS","BIRCH","BOREAL_FOREST",950814,"HARR","HSDC",20,"TILL",36,"DRY",12,0.005,33.9,0.049,0.35,0.96,12.3,0.015,0.005,1910,0.057,0.2,0.24,3.71,46.5,0.029,6150,0.35,1140,353,0.019,62.6,1.88,1470,0.84,0.43,0.1,15.7,856,0.011,0.05,0.4,51.9,8.06,0.002,0.004,0.002,0.28,0.05,31.2
"526",693,601800,7663900,230,"RUS","NW","RIDGE","CONCLOW","MOSS","PIBI","BOREAL_FOREST",950824,"Semenov","HSDC",20,"TILL",50,"DRY",16,0.027,120,0.327,0.36,3.57,21.5,0.015,0.019,2970,0.097,0.76,0.8,13.5,222,0.038,3850,0.35,983,331,0.074,236,16.9,1020,2.23,0.91,0.2,4.7,918,0.171,0.05,0.4,149,12.1,0.019,0.022,0.005,1.08,0.05,30.8
"527",695,619000,7618100,220,"RUS","FLAT","PLAIN","TERR","LICHEN","BIPI","BOREAL_FOREST",950827,"Smirnov","PSSC",31,"TILL",59,"DRY",10,0.052,235,0.114,0.09,2.05,18.5,0.015,0.016,2560,0.098,0.51,0.71,6.42,228,0.023,5060,0.35,1210,472,0.046,78.8,6.91,1100,1.97,0.84,0.2,11.2,938,0.032,0.05,0.4,226,8.12,0.054,0.014,0.005,1.16,0.05,36.3
"528",696,471250,7797200,135,"NOR","SE","PLAIN","CONCLOW","MOSS","BIRCH","FOREST_TUNDRA",950710,"ALL","HSSC",10,"FLUVG",54,"MIX",5,0.005,140,0.157,0.15,5.73,19.2,0.015,0.033,3100,0.052,0.26,0.45,5.38,130,0.057,4580,0.35,1930,449,0.089,127,1.87,1710,2.53,0.49,0.1,5.77,896,0.034,0.05,0.4,171,17.6,0.015,0.019,0.013,0.89,0.05,39.1
"529",698,728208.3,7373054,210,"RUS","FLAT","RIDGE","TOP","MOSS","BIPI","BOREAL_FOREST",950713,"Katanaev","HSDC",51,"TILLSAP",53,"MIX",8,0.037,109,0.162,0.16,1.78,26.1,0.015,0.015,2820,0.101,0.3,0.33,6.7,113,0.036,4640,0.35,1260,603,0.08,54.5,3.16,1560,2.6,1.41,0.1,12,973,0.036,0.05,0.4,95.6,5.83,0.013,0.053,0.009,1.2,0.05,42
"530",699,617152.1,7499071,285,"FIN","FLAT","FLAT","FLAT","MOSS","BIRCH","BOREAL_FOREST",950713,"RPVM","HSSC",1,"TILL",24,"RAIN",9,0.042,325,0.272,0.09,2.05,26.9,0.015,0.018,3290,0.104,0.39,1.08,7.47,351,0.043,3930,0.35,1150,972,0.126,56.1,4.9,1470,3.26,0.81,0.1,11.1,1060,0.041,0.05,0.4,299,14,0.046,0.019,0.017,2.05,0.05,81.9
"531",701,395067.9,7395614,185,"FIN","SE","PLAIN","CONVLOW","MOSS","PISPR","BOREAL_FOREST",950605,"MLRRPJA","HSSC",7,"FLUV",45,"DRY",17,0.025,231,0.173,0.82,1.11,23.7,0.015,0.028,2820,0.104,0.18,1.44,4.53,191,0.036,3990,0.7,877,739,0.184,39.1,1.84,1170,5.41,0.69,0.1,19.4,885,0.065,0.05,0.4,167,7.16,0.029,0.06,0.014,2.03,0.05,33.3
"532",702,688039.3,7636539,280,"RUS","S","LOWMO","CONCLOW","MOSS","SPRBI","BOREAL_FOREST",950818,"Pavlov","HSDR",22,"TILL",52,"MIX",17,0.042,137,0.224,0.23,1.5,12.3,0.015,0.032,2270,0.139,0.71,0.52,14.7,158,0.032,4210,0.35,1000,267,0.106,131,14,1350,2.13,1.89,0.1,10.8,921,0.044,0.05,0.4,119,10.4,0.016,0.018,0.005,1.67,0.05,24.6
"533",703,747002,7495815,140,"RUS","S","RIDGE","LOWBRLOW","MOSS","PINE","BOREAL_FOREST",950704,"Pavlov","PSSC",1,"TILL",64,"DRY",20,0.202,603,0.507,0.63,2.06,25.6,0.05,0.08,3010,0.274,3.26,1.48,73,980,0.056,5480,1.1,871,637,0.295,67.7,60.9,1010,6.57,10.3,2.2,6.67,1170,0.091,0.05,0.4,274,24,0.059,0.047,0.037,7.43,0.2,31.2
"534",706,398250,7824720,70,"NOR","W","HIMO","CONVLOW","MOSS","","TUNDRA",950714,"CRGKPCTF","HSSC",10,"TILL",36,"DRY",8,0.014,226,0.141,0.31,2.9,16.6,0.015,0.012,2570,0.025,0.22,1.18,4.52,297,0.07,3170,0.35,1720,239,0.114,197,2,1200,3,0.65,0.1,5.91,797,0.041,0.05,0.4,191,16.6,0.068,0.032,0.034,1.21,0.1,16.4
"535",707,385234,7723326,420,"NOR","FLAT","FLAT","FLAT","LICHEN","BIRCH","FOREST_TUNDRA",950718,"GKOJTV","PSSC",51,"TILL",36,"MIX",14,0.02,158,0.107,0.24,0.72,25.6,0.015,0.014,2620,0.083,0.2,0.38,3.58,160,0.051,4570,0.35,1160,318,0.064,73.4,2.09,1340,5.8,0.49,0.1,12.3,788,0.042,0.05,0.4,137,8.85,0.024,0.02,0.01,1.42,0.05,52.2
"536",708,707656.8,7751964,80,"RUS","FLAT","PLAIN","TOP","LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",950815,"Pavlov","PSSC",9,"SAP",40,"DRY",12,0.041,235,0.261,0.12,1.99,20,0.015,0.031,2330,0.094,1.06,1.35,19.1,492,0.054,5280,0.35,1560,281,0.073,267,25.2,1230,6.8,1.34,0.1,3.12,881,0.054,0.05,0.4,223,12.2,0.029,0.017,0.025,3.28,0.05,24.2
"537",709,619450,7791100,60,"NOR","FLAT","PLAIN","FLATTER","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950728,"GKOJTV","PSSC",9,"FLUVG",50,"DRY",10,0.03,416,0.265,0.09,2.15,16.8,0.015,0.029,2070,0.11,0.68,0.96,8.35,570,0.074,4880,0.35,1200,574,0.062,149,9.75,1270,3.41,1.02,0.1,3.95,891,0.05,0.05,0.4,347,8.24,0.049,0.02,0.016,1.91,0.05,38.6
"538",712,822219.6,7531084,500,"RUS","N","HIMO","CONCTERR","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950730,"Pavlov","HSSR",83,"TILLSAP",28,"DRY",17,0.048,568,0.226,0.16,1.91,18.6,0.1,0.042,2510,0.173,0.52,0.74,9.15,380,0.075,4260,1.8,1090,746,0.125,156,8.14,1460,3.28,1.67,0.2,6.84,875,0.045,0.05,0.4,329,88.8,0.128,0.018,0.056,2.59,0.6,46.1
"539",713,400790.6,7543653,250,"FIN","E","FLAT","CONCLOW","MOSS","BIPI","BOREAL_FOREST",950829,"RPMA","HSSC",1,"SAP",40,"DRY",8,0.011,137,0.098,0.35,0.61,9.91,0.015,0.01,1860,0.059,0.22,0.4,3.63,171,0.034,3530,0.35,863,353,0.076,63.8,1.38,1030,2.75,0.29,0.1,14.1,689,0.034,0.05,0.4,127,5.29,0.025,0.036,0.012,1.13,0.05,57.6
"540",714,396692.3,7497572,250,"FIN","SE","PLAIN","CONVMED","MOSS","SPRBI","BOREAL_FOREST",950713,"JA","HSDR",7,"TILL",42,"DRY",10,0.016,254,0.146,0.72,1.92,18.9,0.015,0.016,2700,0.078,0.32,1.29,4.95,406,0.05,4290,0.35,1260,568,0.096,49.8,1.99,1510,3.13,0.3,0.1,14.5,891,0.04,0.05,0.4,251,5.82,0.051,0.031,0.02,2.01,0.05,40.7
"541",715,480807.8,7611824,390,"FIN","SE","PLAIN","CONCLOW","MOSS","BIRCH","FOREST_TUNDRA",950817,"MLRJARR","HSSC",32,"TILL&SAP",40,"DRY",18,0.011,77.9,0.067,0.34,0.83,16.4,0.015,0.009,2170,0.055,0.18,0.31,4.81,70.6,0.043,4050,0.35,815,528,0.049,52.2,1.96,1110,2.24,0.26,0.1,10.1,755,0.027,0.05,0.4,56.9,4.71,0.01,0.013,0.005,0.78,0.05,33.2
"542",716,472950,7853750,40,"NOR","W","DEEPVAL","UPBRTERR","MOSS","","TUNDRA",950715,"JHOJTV","PSSR",10,"FLUVG",60,"DRY",14,0.026,212,0.163,0.15,2.27,20.9,0.015,0.019,2700,0.063,0.21,0.43,4.05,257,0.139,4220,0.35,1730,99,0.08,237,2.41,814,5.77,0.47,0.1,4.76,829,0.048,0.05,0.4,167,16.4,0.032,0.019,0.021,1.96,0.05,25.6
"543",717,534785.8,7767710,180,"FIN","NE","FLAT","TERLOW","MOSS","BIRCH","FOREST_TUNDRA",950801,"JARR","HSSC",20,"TILL",40,"MIX",13,0.02,441,0.174,0.11,3.35,84.3,0.07,0.01,4630,0.054,2.62,0.28,4.18,237,0.071,2910,6.1,1320,157,0.047,137,3.11,713,2.3,0.21,0.1,6.33,811,0.027,0.05,0.4,341,35.9,0.04,0.049,0.068,1.09,0.9,18.9
"544",718,464914.3,7673299,415,"FIN","S","PLAIN","CONVLOW","MOSS","BIRCH","FOREST_TUNDRA",950721,"JARR","PSSC",32,"TILL&SAP",38,"MIX",12,0.019,389,0.107,0.13,0.99,54.4,0.06,0.014,2820,0.056,0.37,0.34,3.83,149,0.028,4790,0.35,1070,359,0.042,58,3.47,1070,5.2,0.25,0.1,15.9,843,0.029,0.05,0.4,133,19.8,0.012,0.015,0.005,1.15,0.05,33.4
"545",724,556576.9,7571741,390,"FIN","NW","PLAIN","TOPLOW","MOSS","BIRCH","FOREST_TUNDRA",950818,"MLRJARP","HSDC",31,"TILL&SAP",37,"DRY",15,0.034,199,0.163,0.19,1.58,23.4,0.015,0.018,3340,0.085,0.24,0.48,6.21,135,0.04,3830,0.35,825,388,0.077,36.1,4.01,1130,3.7,0.43,0.1,10.7,870,0.029,0.05,0.4,162,8,0.014,0.017,0.005,1.41,0.05,37.5
"546",726,517350,7799100,330,"NOR","S","PLAIN","CONVLOW","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950724,"GKJHTV","HSSC",10,"SAP",43,"DRY",12,0.045,2020,0.186,0.24,2.77,40.5,1.51,0.019,3130,0.055,0.73,0.52,7.45,234,0.058,2900,2.1,1870,44.1,0.084,115,7.71,1170,5.34,0.41,0.3,1.53,849,0.042,0.05,0.4,258,38.2,0.023,0.012,0.038,1.03,2.7,17.7
"547",727,701796.8,7586318,140,"RUS","W","PLAIN","LOWBRLOW","CARLIN_HEATHER","PINE","BOREAL_FOREST",950731,"Smirnov","HSDC",1,"TILL",40,"DRY",25,0.043,160,0.162,0.15,2.08,24.5,0.015,0.018,2240,0.117,0.64,0.41,7.91,143,0.026,3900,0.35,1020,553,0.057,97.6,7.28,940,1.93,0.85,0.2,9.79,733,0.029,0.05,0.4,141,11.7,0.013,0.033,0.006,1.36,0.05,26.1
"548",728,379149.4,7593482,320,"FIN","SW","FLAT","TOPLOW","MOSS","PIBI","BOREAL_FOREST",950801,"MLR","PSSC",1,"TILL",30,"DRY",18,0.015,168,0.132,0.1,1.46,12.8,0.015,0.009,2220,0.091,0.15,0.39,3.27,119,0.054,3730,0.35,992,268,0.039,37.7,1.48,1030,2.74,0.27,0.1,18.6,726,0.033,0.05,0.4,133,6.88,0.018,0.02,0.009,0.99,0.05,31.1
"549",729,615800,7669100,240,"RUS","FLAT","PLAIN","FLAT","MOSS","SPARCEBI","BOREAL_FOREST",950824,"Semenov","PSDC",22,"TILL",33,"DRY",16,0.037,258,0.381,0.14,2.14,14.1,0.015,0.031,2660,0.149,1.11,0.93,21,260,0.029,5930,0.35,979,330,0.043,196,32.1,1370,2.52,0.66,0.2,14.9,1080,0.135,0.05,0.4,206,8.22,0.01,0.008,0.005,1.36,0.05,27.6
"550",730,655602.1,7498198,240,"RUS","SW","SLOPE","LOWBRLOW","LICHEN","PIBI","BOREAL_FOREST",950813,"Smirnov","HSSC",1,"TILL",75,"MIX",15,0.041,335,0.127,0.11,2.03,30.6,0.015,0.031,3990,0.081,0.85,0.93,8.56,852,0.027,4490,1.1,1810,438,0.079,78.3,7.29,1690,1.6,0.68,0.1,8.88,897,0.021,0.1,0.4,373,35.9,0.061,0.012,0.03,9.85,0.2,33.1
"551",731,834789.3,7552830,340,"RUS","E","HIMO","CONVLOW","MOSS","BIRCH","FOREST_TUNDRA",950730,"Pavlov","HSSC",83,"SAP",35,"DRY",20,0.061,290,0.224,0.27,1.98,22.4,0.09,0.038,2270,0.127,0.69,0.52,15.6,204,0.034,4610,1,1130,463,0.12,311,14.4,1490,3.7,2.04,0.3,14.5,894,0.065,0.05,0.4,195,67.6,0.076,0.015,0.032,2.69,0.2,50.5
"552",732,832464.4,7634293,180,"RUS","W","RIDGE","CONCLOW","LICHEN","SPARCEBI","FOREST_TUNDRA",950801,"Pavlov","PSSC",4,"TILL",51,"DRY",20,0.046,148,0.134,0.1,1.66,14.5,0.015,0.016,2190,0.098,0.53,0.36,12.4,148,0.032,4660,0.35,1160,394,0.062,207,10.8,1130,2.44,1.48,0.1,8.72,832,0.057,0.05,0.4,107,10.7,0.029,0.011,0.011,1.39,0.05,40.7
"553",733,498950.4,7383019,215,"FIN","W","PLAIN","CONVLOW","MOSS","PINE","BOREAL_FOREST",950609,"JAMLRMA","HSSC",7,"TILL",65,"DRY",18,0.023,221,0.173,0.1,1.58,29.7,0.015,0.02,3280,0.124,0.18,0.65,4.55,180,0.068,4030,0.35,1140,731,0.099,33.9,1.74,1330,4.95,0.49,0.1,14.2,914,0.051,0.05,0.4,179,3.37,0.038,0.033,0.015,1.69,0.05,27.4
"554",736,493152.8,7408559,220,"FIN","SE","PLAIN","CONCLOW","MOSS","PINE","BOREAL_FOREST",950620,"RPMA","HSSC",7,"TILL",35,"DRY",17,0.026,211,0.173,0.14,1.29,26,0.015,0.026,2890,0.127,0.2,0.91,5.37,217,0.098,3670,0.35,873,404,0.099,38.7,1.93,1220,7.84,1.68,0.1,20.2,874,0.126,0.05,0.4,199,6.35,0.035,0.056,0.023,1.73,0.05,38.2
"555",737,530937.4,7585885,225,"FIN","SE","FLAT","CONCLOW","LICHEN","PINE","BOREAL_FOREST",950705,"MLRMAVG","PSSC",31,"TILL&SAP",32,"RAIN",10,0.04,135,0.126,0.13,0.64,14.5,0.015,0.017,2560,0.111,0.24,0.38,5.15,116,0.053,4400,0.35,865,574,0.054,49.5,3.13,571,3.49,0.46,0.1,11.8,746,0.033,0.05,0.4,121,5.32,0.018,0.108,0.008,1.15,0.05,27.2
"556",738,661188.3,7543058,200,"RUS","NW","LOWMO","CONVLOW","LICHEN","PINE","BOREAL_FOREST",950622,"Pavlov","PSDC",1,"TILL",45,"DRY",20,0.044,260,0.204,0.21,2.06,17.2,0.015,0.042,2760,0.122,0.56,0.58,11.9,305,0.042,4290,0.35,893,459,0.102,115,9.79,1040,4.46,1.14,0.2,18.6,932,0.056,0.05,0.4,182,6.89,0.031,0.142,0.015,3.08,0.05,25.2
"557",739,780250,7520515,400,"RUS","E","HIMO","LOWBRMED","MOSS","BIRCH","FOREST_TUNDRA",950627,"Smirnov","HSSC",32,"TILLSAP",56,"RAIN",5,0.113,1260,0.582,0.49,3.74,32,0.08,0.062,3210,0.2,1.34,1.66,31.5,768,0.079,6370,3.1,1180,205,0.298,120,33.7,2070,8.6,5.62,1.2,11.6,1220,0.122,0.05,0.4,391,129,0.132,0.048,0.074,21.3,0.6,72.4
"558",742,696799.7,7545823,300,"RUS","FLAT","RIDGE","FLAT","LICHEN","BISPR","BOREAL_FOREST",950813,"Semenov","HSSC",1,"FLUVG",35,"DRY",15,0.046,255,0.199,0.13,2.03,33.8,0.015,0.029,3340,0.089,0.43,0.46,8.87,259,0.035,3490,0.35,810,233,0.104,156,8.28,858,3.18,1.26,0.2,9.81,794,0.18,0.05,0.4,226,21.9,0.025,0.014,0.013,2.35,0.05,29.6
"559",743,821282.5,7468223,120,"RUS","SE","RIDGE","CONCLOW","MOSS","SPRBI","BOREAL_FOREST",950715,"Katanaev","HSDC",1,"TILL",30,"DRY",12,0.055,584,0.303,0.17,2.99,16.4,0.015,0.031,2830,0.113,0.75,0.66,14.9,318,0.079,3540,0.9,1000,358,0.125,87.6,14.3,1230,4.16,1.94,0.4,9.64,952,0.06,0.05,0.4,266,22.1,0.036,0.035,0.021,2.7,0.1,32.2
"560",744,657213.5,7565282,150,"RUS","FLAT","RIDGE","FLAT","MOSS","SPRBI","BOREAL_FOREST",950813,"Semenov","HSDC",1,"TILL",30,"DRY",15,0.026,146,0.185,0.07,2.46,17.6,0.015,0.029,2430,0.109,0.35,0.48,8.27,154,0.089,3810,0.35,1010,410,0.083,134,5.37,1480,2.15,0.56,0.1,10.9,949,0.12,0.05,0.4,155,6.99,0.013,0.022,0.008,1.23,0.05,36.6
"561",747,611100,7695700,60,"RUS","FLAT","RIDGE","TOP","EMPETRUM","BIRCH","FOREST_TUNDRA",950824,"Smirnov","HSSR",52,"FLUVG",21,"DRY",16,0.06,200,1.13,0.17,2.99,12.1,0.015,0.039,2280,0.178,3.63,2.26,63.7,811,0.05,4320,0.35,1270,438,0.08,114,97.8,1520,3.29,1.87,0.5,10.1,1070,0.054,0.05,0.4,355,6.58,0.019,0.028,0.01,1.62,0.05,39.9
"562",748,575119.3,7497122,270,"FIN","E","PLAIN","CONCMED","MOSS","PISPR","BOREAL_FOREST",950706,"RPVM","HSSC",51,"FLUV",47,"MIX",9,0.021,148,0.129,0.34,1.32,14,0.015,0.014,2390,0.076,0.19,0.42,5.32,116,0.057,4200,0.35,1020,566,0.074,49,2.43,1320,2.73,0.47,0.1,14.5,842,0.034,0.05,0.4,116,7.04,0.017,0.034,0.008,1.11,0.05,54.3
"563",751,727022.4,7589485,180,"RUS","E","RIDGE","CONCLOW","MOSS","SPRPI","BOREAL_FOREST",950728,"Pavlov","PSSC",20,"TILL",33,"DRY",20,0.324,404,0.619,1.4,2.45,25.1,0.015,0.104,2930,0.357,6.05,1.28,130,391,0.045,5620,0.35,927,620,0.398,171,139,1500,5.75,24.6,5.4,17.8,1090,0.114,0.05,0.4,249,9.98,0.024,0.022,0.012,3.86,0.05,33.8
"564",752,445072.4,7610425,335,"FIN","W","PLAIN","CONVLOW","MOSS","PIBI","BOREAL_FOREST",950724,"ATMLRMA","HSSC",51,"TILL",35,"DRY",15,0.015,214,0.095,0.2,1.36,20.2,0.015,0.009,2480,0.053,0.18,0.3,4.15,142,0.033,3080,0.35,828,356,0.052,60.7,1.42,735,2.26,0.26,0.1,7.58,706,0.026,0.05,0.4,231,8.69,0.011,0.022,0.005,0.78,0.05,25
"565",754,723395.8,7486285,180,"RUS","N","RIDGE","LOWBRLOW","MOSS","PIBI","BOREAL_FOREST",950703,"Pavlov","HSSC",105,"TILL",30,"DRY",20,0.151,427,0.503,0.57,3.13,24.8,0.03,0.097,3130,0.174,2.15,0.61,38.3,518,0.052,4450,0.35,1050,612,0.259,74.1,42.3,1520,5.06,7.39,1.4,12.2,1050,0.078,0.05,0.4,220,16.2,0.035,0.072,0.021,5.42,0.05,34.3
"566",755,638769.8,7700249,420,"RUS","N","LOWMO","CONCLOW","MOSS","WILLOW","DWARF_SHRUB_TUNDRA",950825,"Pavlov","HSSC",52,"TILLSAP",50,"MIX",10,0.156,748,2.34,0.81,3.93,45.7,0.08,0.063,6560,0.326,10.1,7.97,205,3220,0.084,5540,1,1640,127,0.16,458,341,763,3.98,4.38,10.9,15,2090,0.056,0.1,0.81,368,26,0.037,0.026,0.021,3.46,0.6,28.2
"567",756,447471.5,7560046,285,"FIN","NE","FLAT","CONVLOW","MOSS","PIBI","BOREAL_FOREST",950727,"MLR","HSDC",51,"TILL",43,"DRY",14,0.026,229,0.203,0.76,1.28,17,0.015,0.018,2500,0.078,0.32,0.44,4.83,295,0.046,3080,0.35,881,807,0.075,71,2.3,1280,3.84,0.43,0.1,12.3,792,0.029,0.05,0.4,216,4.97,0.031,0.038,0.015,1.94,0.05,40
